alert_type,is_critical,vbt,vct,vmt,vbv,vbc,soc,speed
Low SoC,1,56.09,71.93,74.85,47.23,-40.88,9.61,0.6
OverSpeed,0,23.72,31.54,35.57,69.61,-11.12,62.15,26.53
Battery Under Voltage,1,46.71,62.05,61.02,47.52,-52.34,4.04,7.4
Harsh Acceleration,0,32.34,40.1,45.86,69.16,-5.8,57.65,35.32
Harsh Acceleration,0,31.99,39.4,39.67,65.84,-19.64,44.78,50.92
Battery Under Voltage,1,30.7,42.29,67.74,48.31,-36.13,8.84,6.05
Harsh Acceleration,0,35.42,40.44,43.08,71.96,-16.83,70.34,17.51
Deep Discharge Warning,1,33.76,46.65,55.6,46.41,-46.36,8.13,10.98
OverSpeed,0,24.48,31.88,25.25,69.07,-40.71,63.76,32.23
Deep Discharge Warning,1,42.45,48.99,76.75,43.67,-67.62,2.88,0.6
Low SoC,1,50.55,54.46,84.94,46.73,-35.3,15.97,21.19
Harsh Braking,0,36.05,40.4,47.14,74.39,-18.4,80.69,36.27
Deep Discharge Warning,1,40.16,57.33,67.7,46.79,-35.25,1.31,15.62
Battery Under Voltage,1,42.85,54.41,69.18,43.77,-47.53,1.01,20.78
Deep Discharge Warning,1,43.41,54.32,73.07,47.46,-27.38,5.29,18.44
Harsh Acceleration,0,27.39,31.82,26.04,66.07,-24.82,52.65,49.03
Low SoC,1,42.94,63.47,68.55,45.9,-66.14,5.67,3.7
Harsh Cornering,0,32.22,41.15,45.33,79.28,-3.77,95.09,38.67
Harsh Acceleration,0,23.87,32.5,33.74,76.74,-15.24,85.82,33.52
Low SoC,1,37.57,47.05,76.18,49.87,-46.4,21.51,19.13
OverSpeed,0,34.12,42.61,43.47,72.58,-4.45,70.78,27.1
OverSpeed,0,29.1,35.58,45.44,68.71,-2.72,62.21,41.63
OverSpeed,0,32.16,37.47,48.01,73.16,-9.64,75.93,22.41
Thermal Overheat Surge,1,33.78,44.23,62.8,47.31,-51.66,9.41,5.71
Harsh Cornering,0,28.1,34.71,51.93,65.82,-20.57,47.96,25.84
Consecutive Fast Charging,1,39.14,57.33,77.17,45.31,-61.56,6.7,13.31
Harsh Acceleration,0,28.52,36.45,39.04,73.43,-26.8,76.49,28.0
Harsh Cornering,0,28.64,34.21,44.95,65.99,-9.77,50.55,14.02
OverSpeed,0,34.52,36.95,50.27,68.31,-9.8,58.82,33.68
Harsh Cornering,0,35.9,41.35,51.76,77.22,-16.65,90.87,24.53
Deep Discharge Warning,1,43.33,57.62,57.56,47.55,-27.17,14.95,5.69
Harsh Braking,0,31.03,37.21,42.61,71.2,-12.05,67.25,23.13
Harsh Braking,0,32.46,39.22,39.86,69.32,5.49,60.88,17.24
Harsh Braking,0,30.6,38.32,39.77,78.92,-11.18,92.15,34.95
Battery Under Voltage,1,43.56,51.93,69.72,50.11,-59.56,14.59,6.71
OverSpeed,0,32.71,34.82,53.02,73.44,-12.52,80.05,22.24
Harsh Braking,0,22.27,32.27,29.91,77.77,-11.6,90.55,32.1
Harsh Acceleration,0,25.99,29.5,41.36,65.92,-7.98,51.04,24.19
Harsh Braking,0,29.36,40.23,47.18,71.61,-9.27,67.7,32.96
Battery Under Voltage,1,47.15,48.83,84.57,48.14,-25.37,26.83,1.11
Harsh Cornering,0,34.66,39.79,47.6,71.69,-26.87,66.0,37.76
Harsh Acceleration,0,37.49,43.59,57.22,63.22,-27.87,40.19,34.02
Low SoC,1,52.87,60.31,82.59,48.27,-25.87,3.52,14.47
Harsh Braking,0,30.25,39.11,41.13,68.63,-17.06,53.08,12.68
Thermal Overheat Surge,1,49.16,54.32,72.24,45.23,-26.44,8.79,12.87
OverSpeed,0,29.31,36.3,36.04,62.74,-34.77,44.56,32.06
Harsh Cornering,0,32.48,34.3,43.12,72.38,-25.22,77.35,27.95
Harsh Acceleration,0,34.27,40.22,47.82,67.22,-16.86,53.01,17.42
Harsh Braking,0,31.25,40.49,43.97,73.34,-31.4,76.99,50.57
Deep Discharge Warning,1,48.53,66.12,73.16,44.02,-53.02,1.69,46.99
Harsh Braking,0,32.6,40.11,37.23,61.88,-22.26,41.72,45.96
Battery Under Voltage,1,47.6,57.57,66.85,46.15,-20.01,11.14,6.69
Deep Discharge Warning,1,44.45,58.68,72.76,45.49,-39.15,6.74,3.48
Deep Discharge Warning,1,44.25,52.27,71.52,48.66,-51.31,11.89,1.73
OverSpeed,0,28.88,34.77,40.59,73.65,-19.09,82.04,51.21
OverSpeed,0,31.64,35.55,46.04,68.79,-16.15,60.28,30.59
Deep Discharge Warning,1,39.44,59.44,64.08,46.61,-30.15,5.08,7.44
Harsh Acceleration,0,27.91,34.44,49.1,65.24,-14.44,50.52,22.17
Battery Under Voltage,1,41.06,56.46,60.82,44.09,-29.97,7.91,20.09
Low SoC,1,42.28,51.66,69.42,46.28,-75.1,5.49,39.13
OverSpeed,0,34.66,43.57,57.4,74.74,2.39,78.1,27.02
Harsh Braking,0,19.49,26.36,32.12,71.02,-16.46,64.24,59.51
Deep Discharge Warning,1,30.49,47.19,46.11,45.31,-45.74,5.3,15.0
Low SoC,1,40.24,55.44,55.34,45.89,-52.37,6.88,2.83
Battery Under Voltage,1,36.33,45.56,63.1,45.6,-80.92,1.7,37.87
Thermal Overheat Surge,1,40.48,56.63,63.32,47.04,-41.94,6.78,1.11
Harsh Braking,0,31.22,39.65,40.38,66.5,-15.93,52.49,39.31
OverSpeed,0,33.55,34.88,42.85,73.35,-15.75,78.11,14.16
Low SoC,1,30.6,43.73,43.91,45.9,-34.62,6.81,11.94
Harsh Braking,0,31.12,38.46,43.03,65.76,-13.41,44.34,20.94
Harsh Braking,0,28.59,37.78,43.23,64.11,-19.66,48.59,26.47
Harsh Braking,0,30.12,33.9,44.93,73.05,-6.55,72.23,24.02
OverSpeed,0,24.89,29.07,34.93,64.36,1.21,48.3,22.86
Battery Under Voltage,1,43.81,60.89,73.61,48.82,-49.22,19.17,4.16
OverSpeed,0,38.58,42.78,50.8,63.81,-0.31,48.08,32.73
Harsh Acceleration,0,27.88,33.73,49.79,76.55,-19.86,83.27,33.1
Harsh Acceleration,0,25.93,31.35,26.68,75.92,-28.57,87.41,22.98
Harsh Braking,0,25.23,34.94,34.33,62.61,-14.09,41.03,52.72
Harsh Braking,0,29.08,35.24,46.24,67.67,-10.2,57.51,35.27
Harsh Braking,0,33.91,34.65,37.28,78.14,-22.74,89.56,26.44
Harsh Acceleration,0,33.96,38.11,44.82,74.35,-1.81,85.62,21.3
Harsh Cornering,0,34.17,41.93,41.22,67.41,-9.99,51.09,6.45
Deep Discharge Warning,1,34.79,50.49,59.81,45.23,-66.15,2.91,7.18
Consecutive Fast Charging,1,44.31,59.39,74.72,49.69,-36.19,11.43,3.27
Battery Under Voltage,1,43.41,53.58,61.4,49.55,-48.36,14.33,2.54
Deep Discharge Warning,1,58.24,69.91,93.27,46.1,-17.36,13.09,44.02
Harsh Braking,0,28.75,30.76,41.28,68.12,-19.77,57.96,31.8
Harsh Braking,0,29.52,34.03,44.23,67.76,-17.31,53.14,21.23
Deep Discharge Warning,1,50.23,64.66,68.76,45.22,-36.66,0.67,1.13
Low SoC,1,47.56,54.47,64.34,48.52,-65.17,14.9,11.1
Harsh Acceleration,0,28.27,32.24,40.68,69.5,-21.16,63.8,26.53
Harsh Acceleration,0,30.58,40.79,43.73,63.22,-14.1,41.48,29.09
Thermal Overheat Surge,1,37.14,42.92,57.93,46.49,-53.48,5.4,12.22
Deep Discharge Warning,1,38.91,52.54,72.61,45.25,-20.06,4.38,8.58
Harsh Acceleration,0,29.8,33.77,39.7,67.63,-5.9,54.66,49.59
OverSpeed,0,30.01,38.16,48.58,71.07,-13.02,66.37,9.69
Deep Discharge Warning,1,54.45,61.94,74.99,45.66,-37.35,3.15,29.99
Harsh Cornering,0,32.0,36.93,41.03,64.2,-10.48,48.18,32.99
Deep Discharge Warning,1,47.91,64.06,79.2,46.41,-4.72,2.84,0.41
Harsh Acceleration,0,34.87,38.49,32.31,72.5,-5.73,71.52,41.0
Deep Discharge Warning,1,45.98,59.84,53.6,49.39,-37.76,15.0,5.22
Battery Under Voltage,1,32.9,44.02,62.67,44.69,-40.77,3.78,25.67
Harsh Acceleration,0,33.67,41.77,47.87,77.66,-34.06,92.25,44.05
Deep Discharge Warning,1,39.65,46.74,64.72,48.25,-57.07,9.94,1.88
Deep Discharge Warning,1,39.75,53.57,72.73,43.55,-49.48,4.26,18.66
Low SoC,1,58.14,70.24,87.18,46.19,-55.85,0.72,42.54
Harsh Cornering,0,25.57,25.64,46.64,70.86,-20.9,66.7,25.79
Deep Discharge Warning,1,33.68,46.34,57.61,46.22,-48.28,8.67,8.62
Consecutive Fast Charging,1,33.0,43.13,50.0,46.88,-56.83,8.69,43.78
Harsh Braking,0,33.39,40.82,44.95,75.09,-24.53,82.1,40.92
Low SoC,1,51.98,62.13,81.49,45.39,-61.4,3.44,45.37
Harsh Cornering,0,26.8,33.17,38.45,71.39,2.96,64.3,29.54
Consecutive Fast Charging,1,42.66,59.73,58.8,49.67,-31.95,15.96,7.7
Low SoC,1,50.45,59.73,77.2,44.52,-28.5,3.35,30.95
Harsh Acceleration,0,24.96,32.19,30.22,65.34,-22.35,50.05,38.87
Harsh Braking,0,27.2,33.51,46.98,65.05,15.86,47.02,45.36
Harsh Cornering,0,33.36,37.29,49.85,76.42,-3.04,85.9,43.53
Low SoC,1,62.5,74.84,93.85,49.32,-35.9,18.39,1.51
Battery Under Voltage,1,41.18,54.36,70.48,45.24,-58.07,3.27,2.48
Deep Discharge Warning,1,51.5,65.23,71.74,45.27,-32.69,2.08,23.58
OverSpeed,0,32.74,40.61,47.66,64.87,-8.28,47.86,51.13
Harsh Cornering,0,29.76,33.29,44.21,78.35,-18.41,88.65,16.41
Harsh Braking,0,28.06,35.22,41.49,77.79,-18.03,94.17,21.87
Deep Discharge Warning,1,42.26,56.57,62.09,47.35,-49.41,8.45,22.99
Consecutive Fast Charging,1,31.25,38.84,62.03,45.36,-45.98,11.48,11.87
Harsh Acceleration,0,28.87,31.63,45.24,77.33,-23.47,96.24,18.17
Deep Discharge Warning,1,37.01,47.94,54.12,46.64,-54.07,12.26,9.34
Harsh Braking,0,32.59,41.33,39.02,68.1,-12.61,60.0,34.15
Harsh Acceleration,0,26.56,28.39,41.53,70.34,-37.09,65.86,20.57
Consecutive Fast Charging,1,50.28,58.02,62.56,46.74,-43.4,3.11,11.26
Battery Under Voltage,1,42.03,57.16,64.01,47.74,-20.15,8.26,12.59
Harsh Braking,0,28.66,33.62,45.43,67.0,-32.45,48.04,41.39
Low SoC,1,38.31,50.25,45.56,46.15,-48.76,2.68,25.66
Battery Under Voltage,1,47.35,56.1,69.73,44.86,-41.78,0.62,32.58
Battery Under Voltage,1,39.84,57.38,53.43,44.96,-44.94,7.14,8.98
OverSpeed,0,32.54,42.38,46.27,74.31,-35.79,84.24,23.21
Deep Discharge Warning,1,19.47,24.68,48.64,44.68,-54.42,8.61,1.04
Battery Under Voltage,1,48.7,63.82,53.8,46.74,-15.34,2.84,30.62
Battery Under Voltage,1,30.47,39.21,59.96,44.23,-44.27,1.84,5.05
Thermal Overheat Surge,1,50.43,68.18,78.26,44.37,-51.37,2.59,14.13
Deep Discharge Warning,1,40.32,55.14,54.33,48.71,-44.2,17.64,8.14
Harsh Braking,0,29.83,37.77,47.78,65.93,-1.55,51.05,35.08
Harsh Braking,0,31.29,46.13,41.72,64.71,-9.09,40.27,31.94
Battery Under Voltage,1,32.46,45.91,54.42,44.34,-40.53,7.0,11.68
Low SoC,1,39.69,53.88,75.49,47.82,-45.58,10.47,0.74
Consecutive Fast Charging,1,38.61,52.07,79.15,45.22,-77.12,8.08,22.6
Deep Discharge Warning,1,45.66,55.31,57.72,47.79,-36.23,4.95,8.08
Deep Discharge Warning,1,36.35,44.74,52.52,44.82,-33.71,4.85,9.43
Harsh Acceleration,0,31.65,36.69,38.4,65.29,-21.04,47.23,29.45
Low SoC,1,46.38,61.03,73.13,49.51,-62.07,16.32,5.74
Deep Discharge Warning,1,34.61,44.29,64.3,48.59,-36.33,10.69,4.94
Consecutive Fast Charging,1,38.31,54.05,70.89,48.21,-61.57,17.6,1.1
Battery Under Voltage,1,36.69,47.95,54.15,46.62,-64.84,7.86,17.93
OverSpeed,0,33.83,39.65,56.65,65.32,-1.46,49.0,37.31
Deep Discharge Warning,1,39.34,54.97,72.61,48.38,-28.93,10.66,17.63
Harsh Acceleration,0,26.24,29.38,45.38,74.86,-32.29,84.65,41.67
Deep Discharge Warning,1,39.56,56.17,69.59,44.46,-56.78,8.68,41.87
Deep Discharge Warning,1,44.85,54.71,73.76,48.63,-28.29,13.87,9.16
Harsh Cornering,0,34.74,39.22,37.57,74.76,-34.18,83.5,38.19
Deep Discharge Warning,1,42.16,54.62,59.54,47.53,-49.34,12.26,30.11
Harsh Acceleration,0,30.91,36.23,34.71,78.36,-15.22,91.5,39.5
Harsh Acceleration,0,29.19,34.55,53.49,77.11,-27.07,89.98,23.99
Deep Discharge Warning,1,55.09,72.1,74.9,45.1,-47.32,1.46,4.41
Harsh Braking,0,30.3,35.28,34.73,76.2,-16.16,89.87,42.5
Deep Discharge Warning,1,54.5,71.95,72.6,47.69,-39.85,11.49,9.59
Battery Under Voltage,1,37.36,54.67,60.76,46.63,-25.99,2.44,6.5
OverSpeed,0,28.59,35.79,41.08,79.2,-14.13,92.35,25.15
Harsh Cornering,0,29.41,37.25,34.41,69.99,-38.5,61.33,29.1
Low SoC,1,48.1,59.36,74.01,43.51,-63.37,1.61,2.42
Harsh Acceleration,0,29.68,35.19,42.08,68.4,-10.31,58.38,25.03
Harsh Braking,0,26.57,31.1,35.74,67.41,-9.29,56.1,32.4
Battery Under Voltage,1,47.33,60.43,70.37,46.35,-67.47,3.78,19.97
Low SoC,1,37.99,46.78,55.22,43.89,-24.47,1.62,3.02
Low SoC,1,47.47,65.22,67.37,47.57,-57.73,8.71,23.11
Low SoC,1,41.5,57.0,62.27,46.19,-65.69,12.39,6.8
Harsh Acceleration,0,32.68,40.74,39.03,79.16,-6.51,96.7,28.04
Deep Discharge Warning,1,43.35,53.28,59.61,48.0,-18.03,12.99,10.77
Harsh Acceleration,0,26.96,31.73,35.48,69.57,-20.51,65.37,42.65
Consecutive Fast Charging,1,46.2,57.79,65.64,44.94,-41.61,3.04,24.84
Battery Under Voltage,1,47.36,54.98,77.43,45.63,-65.4,0.92,12.27
OverSpeed,0,31.73,41.49,36.6,64.68,4.37,45.17,31.44
Harsh Braking,0,25.43,29.5,31.64,74.03,-9.73,80.54,38.14
Consecutive Fast Charging,1,50.49,62.13,70.63,46.83,-47.82,6.5,0.8
Harsh Braking,0,28.46,34.61,43.97,69.35,-6.21,58.8,22.13
Deep Discharge Warning,1,35.12,47.13,51.34,47.51,-63.22,10.87,2.26
Harsh Braking,0,29.28,36.07,37.71,70.12,-16.28,58.92,44.83
Harsh Braking,0,26.53,33.69,43.73,75.02,-19.72,80.39,13.12
OverSpeed,0,30.8,39.45,42.51,75.71,-14.81,81.85,43.04
Harsh Acceleration,0,29.21,37.12,32.41,64.18,-9.2,42.49,29.67
Consecutive Fast Charging,1,30.87,40.87,52.31,47.16,-44.37,3.86,13.57
Low SoC,1,50.53,60.52,79.11,42.87,-61.28,1.87,4.57
Harsh Braking,0,33.86,42.31,42.12,66.83,-14.72,49.49,27.71
Deep Discharge Warning,1,33.48,46.13,70.87,49.01,-84.33,8.85,1.49
Consecutive Fast Charging,1,42.36,59.03,61.85,47.99,-71.21,10.84,23.77
Harsh Cornering,0,37.35,40.7,56.69,76.44,-19.64,88.37,45.62
Low SoC,1,33.92,44.9,74.89,47.04,-34.8,7.61,7.55
Consecutive Fast Charging,1,47.55,55.88,55.5,48.8,-4.1,18.7,18.92
Harsh Braking,0,26.25,33.79,34.81,69.84,-20.38,60.43,24.53
Harsh Braking,0,29.49,39.56,50.61,77.2,-30.45,92.27,41.37
Deep Discharge Warning,1,53.0,65.38,69.57,49.27,-54.11,10.87,2.3
Battery Under Voltage,1,30.07,35.78,63.53,44.13,-67.61,2.51,4.74
Low SoC,1,45.72,61.83,76.34,46.0,-52.82,2.9,9.19
Deep Discharge Warning,1,33.59,45.73,39.03,45.21,-71.07,1.16,6.91
Harsh Braking,0,25.92,32.93,40.36,72.45,-21.22,71.94,39.52
Harsh Braking,0,31.99,40.88,41.2,70.71,7.63,68.15,43.01
Harsh Acceleration,0,32.4,39.76,43.63,64.84,-9.33,46.92,35.55
OverSpeed,0,32.14,37.77,49.93,75.4,-23.04,87.37,28.66
Harsh Braking,0,29.41,31.68,37.63,70.6,-6.23,65.97,19.98
Low SoC,1,47.95,64.8,68.78,47.95,-40.16,8.4,19.08
OverSpeed,0,33.78,41.64,38.91,79.2,-8.88,93.87,34.24
Thermal Overheat Surge,1,39.75,46.71,63.72,47.57,-32.83,1.24,29.48
Harsh Braking,0,26.12,30.97,44.02,74.49,-19.32,80.79,51.78
Battery Under Voltage,1,41.74,56.79,65.18,44.09,-63.72,4.1,3.33
Battery Under Voltage,1,34.7,38.89,68.11,44.17,-64.7,1.71,11.12
Harsh Braking,0,23.97,26.53,44.06,63.82,-11.88,43.19,37.6
Low SoC,1,51.95,57.14,83.83,46.96,-37.0,6.69,8.35
Harsh Braking,0,27.83,29.42,33.46,73.01,-10.78,75.24,26.92
Low SoC,1,47.51,65.87,67.62,48.16,-37.19,7.46,12.09
Deep Discharge Warning,1,48.9,61.99,83.05,44.62,-58.73,5.57,12.8
Low SoC,1,34.78,50.04,69.45,47.02,-47.99,12.26,14.16
Battery Under Voltage,1,46.79,58.37,65.44,47.24,-22.04,10.08,36.05
Harsh Braking,0,31.31,38.06,44.99,77.04,-21.0,89.31,51.43
Deep Discharge Warning,1,35.99,44.76,52.56,48.72,-24.26,8.71,2.51
Harsh Acceleration,0,25.06,28.91,38.05,65.8,-8.02,48.75,8.24
Low SoC,1,42.96,49.11,53.75,44.29,-56.06,1.97,0.8
Harsh Cornering,0,31.23,35.79,39.9,66.66,-20.26,53.17,56.17
Low SoC,1,54.18,67.08,74.04,49.5,-30.86,19.94,31.12
Battery Under Voltage,1,50.51,59.81,63.68,48.2,-19.87,12.32,1.15
Deep Discharge Warning,1,35.51,43.92,54.88,48.03,-28.77,9.92,12.09
Low SoC,1,35.88,50.83,67.68,47.58,-67.77,15.89,19.93
Harsh Braking,0,29.07,40.09,37.68,65.68,-23.07,48.17,26.83
Harsh Acceleration,0,34.16,42.68,38.4,76.27,-13.13,86.65,45.84
Deep Discharge Warning,1,43.7,52.89,72.56,46.84,-63.43,2.11,16.12
Harsh Acceleration,0,26.78,30.8,43.68,68.56,-6.01,58.83,45.64
Harsh Acceleration,0,42.22,47.26,51.84,70.03,-25.9,62.52,56.3
Deep Discharge Warning,1,49.97,62.51,79.09,45.9,-26.41,8.52,8.74
Deep Discharge Warning,1,32.4,43.88,75.38,46.97,-50.03,9.76,10.03
Harsh Braking,0,33.62,37.81,51.41,72.79,-14.3,75.9,37.45
Battery Under Voltage,1,45.46,59.75,75.06,47.27,-50.06,17.14,72.86
Battery Under Voltage,1,36.59,54.06,59.34,47.46,-67.15,5.88,68.14
Deep Discharge Warning,1,36.59,47.2,72.36,49.99,-55.91,13.3,6.09
Consecutive Fast Charging,1,46.45,59.52,73.04,46.59,-32.4,3.55,33.57
Harsh Braking,0,36.8,44.66,53.65,69.9,-7.37,58.95,14.64
Harsh Acceleration,0,31.23,35.14,40.11,69.99,-24.67,64.72,26.77
Deep Discharge Warning,1,50.56,62.91,72.85,43.71,-57.06,5.76,0.65
Harsh Cornering,0,26.24,33.52,40.1,63.11,-25.14,45.38,35.75
Harsh Cornering,0,29.67,32.99,42.83,68.14,-19.2,56.98,45.8
Harsh Braking,0,38.77,44.5,50.49,72.16,1.78,74.72,27.55
Harsh Cornering,0,24.22,32.86,29.15,70.06,-14.89,60.18,29.39
Battery Under Voltage,1,36.5,49.74,60.98,45.32,-62.35,7.63,28.73
Harsh Cornering,0,32.56,41.31,44.9,78.73,-25.94,96.21,6.96
Low SoC,1,49.98,56.64,71.42,47.52,-64.73,15.23,19.44
Low SoC,1,38.63,44.72,65.97,46.75,-50.7,9.89,16.43
Harsh Cornering,0,32.44,38.73,43.31,70.09,-22.79,66.22,31.2
Harsh Braking,0,28.76,34.61,34.11,72.39,-30.54,70.2,44.03
Deep Discharge Warning,1,58.65,73.44,79.73,46.76,-48.08,4.24,5.65
Harsh Cornering,0,32.51,37.6,35.31,65.38,-20.32,42.07,35.63
Thermal Overheat Surge,1,42.36,46.91,83.1,46.65,-33.93,19.09,11.85
Deep Discharge Warning,1,45.63,58.03,84.65,46.76,-63.01,10.79,22.5
Harsh Braking,0,32.81,39.75,37.93,68.03,-3.43,62.69,49.9
Deep Discharge Warning,1,46.21,56.99,66.55,47.04,-53.22,5.09,18.22
Deep Discharge Warning,1,49.03,62.52,63.29,45.04,-56.79,0.61,2.33
Harsh Braking,0,28.15,34.64,30.0,67.49,-10.21,55.81,27.47
OverSpeed,0,28.15,34.57,34.24,72.33,-26.92,72.3,30.87
Harsh Acceleration,0,35.01,38.27,45.95,80.28,-18.69,93.97,49.37
Harsh Braking,0,26.13,31.01,33.18,74.12,-9.29,81.86,24.54
Harsh Cornering,0,24.93,30.95,38.0,70.6,-18.05,67.77,47.35
Low SoC,1,44.17,57.12,82.83,47.01,-43.38,2.11,1.98
Deep Discharge Warning,1,57.38,69.01,85.31,44.97,-34.04,1.59,6.07
Low SoC,1,39.96,58.62,65.33,46.46,-60.5,3.23,45.3
Deep Discharge Warning,1,34.21,45.07,59.31,45.9,-17.86,4.17,2.9
Low SoC,1,35.36,47.68,62.52,47.58,-59.27,12.3,6.67
Low SoC,1,41.66,55.4,68.87,48.81,-54.63,10.87,12.05
Low SoC,1,39.14,49.39,55.25,48.93,-53.27,12.77,9.89
Deep Discharge Warning,1,44.36,65.58,71.8,50.55,-42.67,21.92,43.3
Low SoC,1,39.78,51.76,58.86,45.28,-39.92,8.92,41.57
Thermal Overheat Surge,1,44.42,54.04,68.35,46.91,-13.32,12.47,7.83
Deep Discharge Warning,1,38.06,48.42,64.38,48.92,-37.21,10.97,6.48
Harsh Braking,0,34.09,43.43,45.2,79.43,-21.11,97.8,35.69
Harsh Braking,0,28.55,36.23,42.14,63.82,-13.0,43.68,24.9
Harsh Cornering,0,31.43,39.93,48.76,75.42,-2.62,83.79,22.69
Deep Discharge Warning,1,35.07,41.52,43.78,45.9,-49.53,6.9,21.24
Harsh Acceleration,0,30.84,34.39,39.1,64.17,-20.06,42.88,10.67
Harsh Cornering,0,29.72,38.11,40.73,76.49,-5.43,89.99,26.3
Harsh Acceleration,0,29.85,33.71,48.41,72.84,-17.08,72.05,42.18
OverSpeed,0,29.26,35.2,39.62,69.91,-12.54,63.21,20.05
Harsh Cornering,0,33.38,41.32,48.22,74.87,-16.11,82.17,38.8
Thermal Overheat Surge,1,41.79,54.08,79.6,45.73,-56.17,12.75,1.34
Harsh Acceleration,0,25.94,31.95,43.11,77.81,-17.56,88.67,25.79
Harsh Braking,0,29.85,36.8,37.49,71.58,-15.11,68.1,33.15
Harsh Braking,0,34.28,39.31,43.39,70.68,-9.03,69.26,21.88
Harsh Braking,0,30.57,39.5,29.98,66.99,-7.91,50.44,36.09
Harsh Braking,0,30.77,37.91,39.31,73.6,-5.43,79.18,40.12
Consecutive Fast Charging,1,61.95,74.86,94.07,48.14,-73.78,15.78,4.53
OverSpeed,0,32.28,36.68,37.37,77.84,-8.35,93.24,28.04
Deep Discharge Warning,1,33.9,48.65,64.24,46.07,-46.22,10.48,3.28
OverSpeed,0,29.49,33.73,40.61,76.28,-18.26,85.65,25.72
Harsh Braking,0,25.77,28.77,32.01,76.39,-3.12,87.66,12.74
Harsh Braking,0,32.38,36.32,45.09,70.75,-15.25,63.68,30.31
Harsh Braking,0,32.54,36.52,44.11,73.73,7.11,75.16,26.13
Harsh Acceleration,0,37.81,45.09,49.66,68.44,-18.45,57.43,48.06
Battery Under Voltage,1,33.01,54.14,47.49,44.48,-52.54,1.51,0.32
OverSpeed,0,37.83,41.45,51.8,66.48,-14.21,51.44,27.56
Harsh Acceleration,0,29.18,36.33,54.35,62.73,-30.31,42.41,39.52
Harsh Acceleration,0,36.58,48.72,45.21,78.55,-0.02,93.21,25.95
Harsh Acceleration,0,24.36,29.8,43.46,74.65,-16.37,81.68,41.82
Harsh Braking,0,24.15,30.99,43.75,75.7,-22.34,81.96,32.88
Consecutive Fast Charging,1,32.81,40.56,54.06,45.97,-57.11,2.59,7.45
Battery Under Voltage,1,40.53,52.68,69.04,44.38,-45.69,5.04,5.74
Battery Under Voltage,1,43.72,51.78,71.24,47.47,-35.38,3.02,14.84
Deep Discharge Warning,1,44.43,55.53,61.84,46.43,-58.7,6.55,0.73
Harsh Acceleration,0,28.17,31.9,46.53,73.84,-8.07,83.33,34.87
Deep Discharge Warning,1,44.75,55.71,59.07,47.3,-40.73,12.48,16.34
Harsh Braking,0,26.92,38.86,36.29,66.95,-20.87,54.01,29.3
Consecutive Fast Charging,1,42.81,53.2,72.74,45.83,-57.83,1.72,2.7
Battery Under Voltage,1,47.04,55.66,63.97,45.72,-59.89,2.13,56.66
Harsh Acceleration,0,35.62,41.32,40.94,75.76,-5.02,81.87,49.25
Deep Discharge Warning,1,39.38,52.31,58.68,49.14,-8.12,4.86,60.83
Low SoC,1,47.66,59.37,81.69,46.5,-38.28,6.7,0.82
Deep Discharge Warning,1,36.37,54.15,66.63,46.36,-74.42,7.62,37.76
Harsh Braking,0,27.29,30.15,49.0,70.74,-9.52,68.68,46.69
Harsh Braking,0,32.63,39.39,45.32,64.92,-32.04,45.64,27.04
Harsh Braking,0,26.11,32.24,40.95,64.0,-18.08,44.49,30.06
Harsh Acceleration,0,20.15,25.96,27.6,69.83,-24.66,65.76,31.92
OverSpeed,0,29.63,32.32,43.45,73.73,-14.45,81.82,48.24
Low SoC,1,46.66,56.41,86.15,47.07,-56.73,9.44,20.42
Deep Discharge Warning,1,37.76,51.21,59.31,46.04,-37.09,4.84,1.23
Harsh Braking,0,33.4,37.09,33.5,78.2,-15.16,89.85,33.33
Deep Discharge Warning,1,35.29,43.05,60.0,47.24,-51.4,10.0,2.71
Battery Under Voltage,1,30.83,42.19,39.63,46.39,-46.81,8.6,10.81
Deep Discharge Warning,1,50.17,64.18,72.96,45.04,-57.74,4.16,0.84
Harsh Cornering,0,33.58,42.23,39.8,72.87,-25.97,73.4,26.19
Harsh Braking,0,34.07,38.26,44.75,75.46,-15.35,78.85,36.85
Deep Discharge Warning,1,50.44,63.48,82.01,46.08,-34.11,2.52,3.61
Harsh Cornering,0,29.32,33.02,40.2,63.33,-25.35,41.28,45.69
Low SoC,1,42.17,53.92,69.08,45.32,-40.24,3.12,7.67
Low SoC,1,55.46,56.96,90.61,47.34,-61.63,5.1,13.62
Battery Under Voltage,1,41.2,47.95,75.02,48.19,-40.83,8.37,15.86
Consecutive Fast Charging,1,49.6,58.55,75.57,46.27,-60.37,9.63,17.4
Thermal Overheat Surge,1,45.15,59.61,69.51,48.31,-49.34,18.72,49.4
Thermal Overheat Surge,1,44.71,58.42,67.06,44.98,-24.17,3.1,2.68
Battery Under Voltage,1,41.27,51.71,72.55,47.38,-38.28,16.18,0.18
Low SoC,1,46.8,54.46,82.38,48.32,-30.98,6.77,14.84
Consecutive Fast Charging,1,54.07,63.41,69.71,46.75,-28.77,7.07,7.6
Low SoC,1,35.67,44.29,64.41,46.28,-62.77,6.68,23.82
Consecutive Fast Charging,1,44.05,53.06,71.76,44.6,-47.02,2.34,8.71
Thermal Overheat Surge,1,37.03,45.91,59.87,45.96,-67.28,12.63,22.3
Low SoC,1,31.43,42.4,62.86,50.14,-43.28,25.92,1.26
